type,id
5,50062
5,50063
5,50064
5,50065
5,50066
5,50067
5,50068
5,50069
5,50070
5,50071
5,50072
5,50073
5,50074
5,50075
5,50076
5,50077
5,50078
5,50079
5,50080
5,50081
5,50082
5,50083
5,50084
5,50085
5,50086
5,50087
5,50088
5,50089
5,50090
5,50091
5,50092
5,50093
5,50094
5,50095
5,50096
5,50097
5,50098
5,50099
5,80100
5,80101
5,80102
5,80103
5,80104
5,80105
5,80106
5,80107
5,80108
5,80109
5,80110
5,80111
5,80112
5,80113
5,80114
5,80115
5,80116
5,80117
5,80118
5,80119
5,80120
5,80121
5,80122
5,80123
5,80124
5,80125
5,80126
5,80127
5,80128
5,80129
5,80130
5,80131
5,80132
5,80133
5,80134
5,80135
5,80136
5,80137
5,80138
5,80139
5,80140
5,80141
5,80142
5,80143
5,80144
5,80145
5,80146
5,80147
5,80148
5,80149
5,80150
5,80151
5,80152
5,80153
5,80154
5,80155
5,80156
5,80157
5,80158
5,80159
5,80160
5,80161
5,80162
5,80163
5,80164
5,80165
5,80166
5,80167
5,80168
5,80169
5,80170
5,80171
5,80172
5,80173
5,80174
5,80175
5,80176
5,80177
5,80178
5,80179
5,80180
5,80181
5,80182
5,80183
5,80184
5,80185
5,80186
5,80187
5,80188
5,80189
5,80190
5,80191
5,80192
5,80193
5,80194
5,80195
5,80196
5,80197
5,80198
5,80199
5,80200
5,80201
5,80202
5,80203
5,80204
5,80205
5,80206
5,80207
5,80208
5,80209
5,80210
5,80211
5,80212
5,80213
5,80214
5,80215
5,80216
5,80217
5,80218
5,80219
5,80220
5,80221
5,80222
5,80223
5,80224
5,80225
5,80226
5,80227
5,80228
5,80229
5,80230
5,80231
5,80232
5,80233
5,80234
5,80235
5,80236
5,80237
5,80238
5,80239
5,80240
5,80241
5,80242
5,80243
5,80244
5,80245
5,80246
5,80247
5,80248
5,80249
5,80250
5,80251
5,80252
5,80253
5,80254
5,80255
5,80256
5,80257
5,80258
5,80259
5,80260
5,80261
5,80262
5,80263
5,80264
5,80265
5,80266
5,80267
5,80268
5,80269
5,80270
5,80271
5,80272
5,80273
5,80274
5,80275
5,80276
5,80277
5,80278
5,80279
5,80280
5,80281
5,80282
5,80283
5,80284
5,80285
5,80286
5,80287
5,80288
5,80289
5,80290
5,80291
5,80292
5,80293
5,80294
5,80295
5,80296
5,80297
5,80298
5,80299
5,80300
5,80301
5,80302
5,80303
5,80304
5,80305
5,80306
5,80307
5,80308
5,80309
5,80310
5,80311
5,80312
5,80313
5,80314
5,80315
5,80316
5,80317
5,80318
5,80319
5,80320
5,80321
5,80322
5,80323
5,80324
5,80325
5,80326
5,80327
5,80328
5,80329
5,80330
5,80331
5,80332
5,80333
5,80334
5,80335
5,80336
5,80337
5,80338
5,80339
5,80340
5,80341
5,80342
5,80343
5,80344
5,80345
5,80346
5,80347
5,80348
5,80349
5,80350
5,80351
5,80352
5,80353
5,80354
5,80355
5,80356
5,80357
5,80358
5,80359
5,80360
5,80361
5,80362
5,80363
5,80364
5,80365
5,80366
5,80367
5,80368
5,80369
5,80370
5,80371
5,80372
5,80373
5,80374
5,80375
5,80376
5,80377
5,80378
5,80379
5,80380
5,80381
5,80382
5,80383
5,80384
5,80385
5,80386
5,80387
5,80388
5,80389
5,80390
5,80391
5,80392
5,80393
5,80394
5,80395
5,80396
5,80397
5,80398
5,80399
5,80400
5,80401
5,80402
5,80403
5,80404
5,80405
5,80406
5,80407
5,80408
5,80409
5,80410
5,80411
5,80412
5,80413
5,80414
5,80415
5,80416
5,80417
5,80418
5,80419
5,80420
5,80421
5,80422
5,80423
5,80424
5,80425
5,80426
5,80427
5,80428
5,80429
5,80430
5,80431
5,80432
5,80433
5,80434
5,80435
5,80436
5,80437
5,80438
5,80439
5,80440
5,80441
5,80442
5,80443
5,80444
5,80445
5,80446
5,80447
5,80448
5,80449
5,80450
5,80451
5,80452
5,80453
5,80454
5,80455
5,80456
5,80457
5,80458
5,80459
5,80460
5,80461
5,80462
5,80463
5,80464
5,80465
5,80466
5,80467
5,80468
5,80469
5,80470
5,80471
5,80472
5,80473
5,80474
5,80475
5,80476
5,80477
5,80478
5,80479
5,80480
5,80481
5,80482
5,80483
5,80484
5,80485
5,80486
5,80487
5,80488
5,80489
5,80490
5,80491
5,80492
5,80493
5,80494
5,80495
5,80496
5,80497
5,80498
5,80499
5,80500
5,80501
5,80502
5,80503
5,80504
5,80505
5,80506
5,80507
5,80508
5,80509
5,80510
5,80511
5,80512
5,80513
5,80514
5,80515
5,80516
5,80517
5,80518
5,80519
6,50000
6,50001
6,50002
6,50003
6,50004
6,50005
6,50006
6,50007
6,50008
6,50009
6,50010
6,50011
6,50012
6,50013
6,50014
6,50015
6,50016
6,50017
6,50018
6,50019
6,50020
6,50021
6,50022
6,50023
6,50024
6,50025
6,50026
6,50027
6,50028
6,50029
6,50030
6,50031
6,50032
6,50033
6,50034
6,50035
6,50036
6,50037
6,50038
6,50039
6,50040
6,50041
6,50042
6,50043
6,50044
6,50045
6,50046
6,50047
6,50048
6,50049
6,50050
6,50051
6,50052
6,50053
6,50054
6,50055
6,50056
6,50057
6,50058
6,50059
6,50060
6,50061
6,50062
6,50063
6,50064
6,50065
6,50066
6,50067
6,50068
6,50069
6,50070
6,50071
6,50072
6,50073
6,50074
6,50075
6,50076
6,50077
6,50078
6,50079
6,50080
6,50081
6,50082
6,50083
6,50084
6,50085
6,50086
6,50087
6,50088
6,50089
6,50090
6,50091
6,50092
6,50093
6,50094
6,50095
6,50096
6,50097
6,50098
6,50099
6,80100
6,80101
6,80102
6,80103
6,80104
6,80105
6,80106
6,80107
6,80108
6,80109
6,80110
6,80111
6,80112
6,80113
6,80114
6,80115
6,80116
6,80117
6,80118
6,80119
6,80120
6,80121
6,80122
6,80123
6,80124
6,80125
6,80126
6,80127
6,80128
6,80129
6,80130
6,80131
6,80132
6,80133
6,80134
6,80135
6,80136
6,80137
6,80138
6,80139
6,80140
6,80141
6,80142
6,80143
6,80144
6,80145
6,80146
6,80147
6,80148
6,80149
6,80150
6,80151
6,80152
6,80153
6,80154
6,80155
6,80156
6,80157
6,80158
6,80159
6,80160
6,80161
6,80162
6,80163
6,80164
6,80165
6,80166
6,80167
6,80168
6,80169
6,80170
6,80171
6,80172
6,80173
6,80174
6,80175
6,80176
6,80177
6,80178
6,80179
6,80180
6,80181
6,80182
6,80183
6,80184
6,80185
6,80186
6,80187
6,80188
6,80189
6,80190
6,80191
6,80192
6,80193
6,80194
6,80195
6,80196
6,80197
6,80198
6,80199
6,80200
6,80201
6,80202
6,80203
6,80204
6,80205
6,80206
6,80207
6,80208
6,80209
6,80210
6,80211
6,80212
6,80213
6,80214
6,80215
6,80216
6,80217
6,80218
6,80219
6,80220
6,80221
6,80222
6,80223
6,80224
6,80225
6,80226
6,80227
6,80228
6,80229
6,80230
6,80231
6,80232
6,80233
6,80234
6,80235
6,80236
6,80237
6,80238
6,80239
6,80240
6,80241
6,80242
6,80243
6,80244
6,80245
6,80246
6,80247
6,80248
6,80249
6,80250
6,80251
6,80252
6,80253
6,80254
6,80255
6,80256
6,80257
6,80258
6,80259
6,80260
6,80261
6,80262
6,80263
6,80264
6,80265
6,80266
6,80267
6,80268
6,80269
6,80270
6,80271
6,80272
6,80273
6,80274
6,80275
6,80276
6,80277
6,80278
6,80279
6,80280
6,80281
6,80282
6,80283
6,80284
6,80285
6,80286
6,80287
6,80288
6,80289
6,80290
6,80291
6,80292
6,80293
6,80294
6,80295
6,80296
6,80297
6,80298
6,80299
8,50000
8,50001
8,50002
8,50003
8,50004
8,50005
8,50006
8,50007
8,50008
8,50009
8,50010
8,50011
8,50012
8,50013
8,50014
8,50015
8,50016
8,50017
8,50018
8,50019
8,50020
8,50021
8,50022
8,50023
8,50024
8,50025
8,50026
8,50027
8,50028
8,50029
8,50030
8,50031
8,50032
8,50033
8,50034
8,50035
8,50036
8,50037
8,50038
8,50039
8,50040
8,50041
8,50042
8,50043
8,50044
8,50045
8,50046
8,50047
8,50048
8,50049
8,50050
8,50051
8,50052
8,50053
8,50054
8,50055
8,50056
8,50057
8,50058
8,50059
8,50060
8,50061
8,50062
8,50063
8,50064
8,50065
8,50066
8,50067
8,50068
8,50069
8,50070
8,50071
8,50072
8,50073
8,50074
8,50075
8,50076
8,50077
8,50078
8,50079
8,50080
8,50081
8,50082
8,50083
8,50084
8,50085
8,50086
8,50087
8,50088
8,50089
8,50090
8,50091
8,50092
8,50093
8,50094
8,50095
8,50096
8,50097
8,50098
8,50099
8,80100
8,80101
8,80102
8,80103
8,80104
8,80105
8,80106
8,80107
8,80108
8,80109
8,80110
8,80111
8,80112
8,80113
8,80114
8,80115
8,80116
8,80117
8,80118
8,80119
8,80120
8,80121
8,80122
8,80123
8,80124
8,80125
8,80126
8,80127
8,80128
8,80129
8,80130
8,80131
8,80132
8,80133
8,80134
8,80135
8,80136
8,80137
8,80138
8,80139
8,80140
8,80141
8,80142
8,80143
8,80144
8,80145
8,80146
8,80147
8,80148
8,80149
8,80150
8,80151
8,80152
8,80153
8,80154
8,80155
8,80156
8,80157
8,80158
8,80159
8,80160
8,80161
8,80162
8,80163
8,80164
8,80165
8,80166
8,80167
8,80168
8,80169
8,80170
8,80171
8,80172
8,80173
8,80174
8,80175
8,80176
8,80177
8,80178
8,80179
8,80180
8,80181
8,80182
8,80183
8,80184
8,80185
8,80186
8,80187
8,80188
8,80189
8,80190
8,80191
8,80192
8,80193
8,80194
8,80195
8,80196
8,80197
8,80198
8,80199
8,80200
8,80201
8,80202
8,80203
8,80204
8,80205
8,80206
8,80207
8,80208
8,80209
8,80210
8,80211
8,80212
8,80213
8,80214
8,80215
8,80216
8,80217
8,80218
8,80219
8,80220
8,80221
8,80222
8,80223
8,80224
8,80225
8,80226
8,80227
8,80228
8,80229
8,80230
8,80231
8,80232
8,80233
8,80234
8,80235
8,80236
8,80237
8,80238
8,80239
8,80240
8,80241
8,80242
8,80243
8,80244
8,80245
8,80246
8,80247
8,80248
8,80249
8,80250
8,80251
8,80252
8,80253
8,80254
8,80255
8,80256
8,80257
8,80258
8,80259
8,80260
8,80261
8,80262
8,80263
8,80264
8,80265
8,80266
8,80267
8,80268
8,80269
8,80270
8,80271
8,80272
8,80273
8,80274
8,80275
8,80276
8,80277
8,80278
8,80279
8,80280
8,80281
8,80282
8,80283
8,80284
8,80285
8,80286
8,80287
8,80288
8,80289
8,80290
8,80291
8,80292
8,80293
8,80294
8,80295
8,80296
8,80297
8,80298
8,80299
8,80300
8,80301
8,80302
8,80303
8,80304
8,80305
8,80306
8,80307
8,80308
8,80309
8,80310
8,80311
8,80312
8,80313
8,80314
8,80315
8,80316
8,80317
8,80318
8,80319
8,80320
8,80321
8,80322
8,80323
8,80324
8,80325
8,80326
8,80327
8,80328
8,80329
8,80330
8,80331
8,80332
8,80333
8,80334
8,80335
8,80336
8,80337
8,80338
8,80339
8,80340
8,80341
8,80342
8,80343
8,80344
8,80345
8,80346
8,80347
8,80348
8,80349
8,80350
8,80351
8,80352
8,80353
8,80354
8,80355
8,80356
8,80357
8,80358
8,80359
8,80360
8,80361
8,80362
8,80363
8,80364
8,80365
8,80366
8,80367
8,80368
8,80369
8,80370
8,80371
8,80372
8,80373
8,80374
8,80375
8,80376
8,80377
8,80378
8,80379
8,80380
8,80381
8,80382
8,80383
8,80384
8,80385
8,80386
8,80387
8,80388
8,80389
8,80390
8,80391
8,80392
8,80393
8,80394
8,80395
8,80396
8,80397
8,80398
8,80399
9,50000
9,50001
9,50002
9,50003
9,50004
9,50005
9,50006
9,50007
9,50008
9,50009
9,50010
9,50011
9,50012
9,50013
9,50014
9,50015
9,50016
9,50017
9,50018
9,50019
9,50020
9,50021
9,50022
9,50023
9,50024
9,50025
9,50026
9,50027
9,50028
9,50029
9,50030
9,50031
9,50032
9,50033
9,50034
9,50035
9,50036
9,50037
9,50038
9,50039
9,50040
9,50041
9,50042
9,50043
9,50044
9,50045
9,50046
9,50047
9,50048
9,50049
9,50050
9,50051
9,50052
9,50053
9,50054
9,50055
9,50056
9,50057
9,50058
9,50059
9,50060
9,50061
9,50062
9,50063
9,50064
9,50065
9,50066
9,50067
9,50068
9,50069
9,50070
9,50071
9,50072
9,50073
9,50074
9,50075
9,50076
9,50077
9,50078
9,50079
9,50080
9,50081
9,50082
9,50083
9,50084
9,50085
9,50086
9,50087
9,50088
9,50089
9,50090
9,50091
9,50092
9,50093
9,50094
9,50095
9,50096
9,50097
9,50098
9,50099
14,50000
14,50001
14,50002
14,50003
14,50004
14,50005
14,50006
14,50007
14,50008
14,50009
14,50010
14,50011
14,50012
14,50013
14,50014
14,50015
14,50016
14,50017
14,50018
14,50019
14,50020
14,50021
14,50022
14,50023
14,50024
14,50025
14,50026
14,50027
14,50028
14,50029
14,50030
14,50031
14,50032
14,50033
14,50034
14,50035
14,50036
14,50037
14,50038
14,50039
14,50040
14,50041
14,50042
14,50043
14,50044
14,50045
14,50046
14,50047
14,50048
14,50049
14,50050
14,50051
14,50052
14,50053
14,50054
14,50055
14,50056
14,50057
14,50058
14,50059
14,50060
14,50061
14,50062
14,50063
14,50064
14,50065
14,50066
14,50067
14,50068
14,50069
14,50070
14,50071
14,50072
14,50073
14,50074
14,50075
14,50076
14,50077
14,50078
14,50079
14,50080
14,50081
14,50082
14,50083
14,50084
14,50085
14,50086
14,50087
14,50088
14,50089
14,50090
14,50091
14,50092
14,50093
14,50094
14,50095
14,50096
14,50097
14,50098
14,50099
14,80100
14,80101
14,80102
14,80103
14,80104
14,80105
14,80106
14,80107
14,80108
14,80109
14,80110
14,80111
14,80112
14,80113
14,80114
14,80115
14,80116
14,80117
14,80118
14,80119
14,80120
14,80121
14,80122
14,80123
14,80124
14,80125
14,80126
14,80127
14,80128
14,80129
14,80130
14,80131
14,80132
14,80133
14,80134
14,80135
14,80136
14,80137
14,80138
14,80139
14,80140
14,80141
14,80142
14,80143
14,80144
14,80145
14,80146
14,80147
14,80148
14,80149
14,80150
14,80151
14,80152
14,80153
14,80154
14,80155
14,80156
14,80157
14,80158
14,80159
14,80160
14,80161
14,80162
14,80163
14,80164
14,80165
14,80166
14,80167
14,80168
14,80169
14,80170
14,80171
14,80172
14,80173
14,80174
14,80175
14,80176
14,80177
14,80178
14,80179
14,80180
14,80181
14,80182
14,80183
14,80184
14,80185
14,80186
14,80187
14,80188
14,80189
14,80190
14,80191
14,80192
14,80193
14,80194
14,80195
14,80196
14,80197
14,80198
14,80199
14,80200
14,80201
14,80202
14,80203
14,80204
14,80205
14,80206
14,80207
14,80208
14,80209
14,80210
14,80211
14,80212
14,80213
14,80214
14,80215
14,80216
14,80217
14,80218
14,80219
14,80220
14,80221
14,80222
14,80223
14,80224
14,80225
14,80226
14,80227
14,80228
14,80229
14,80230
14,80231
14,80232
14,80233
14,80234
14,80235
14,80236
14,80237
14,80238
14,80239
14,80240
14,80241
14,80242
14,80243
14,80244
14,80245
14,80246
14,80247
14,80248
14,80249
14,80250
14,80251
14,80252
14,80253
14,80254
14,80255
14,80256
14,80257
14,80258
14,80259
14,80260
14,80261
14,80262
14,80263
14,80264
14,80265
14,80266
14,80267
14,80268
14,80269
14,80270
14,80271
14,80272
14,80273
14,80274
14,80275
14,80276
14,80277
14,80278
14,80279
14,80280
14,80281
14,80282
14,80283
14,80284
14,80285
14,80286
14,80287
14,80288
14,80289
14,80290
14,80291
14,80292
14,80293
14,80294
14,80295
14,80296
14,80297
14,80298
14,80299
14,80300
14,80301
14,80302
14,80303
14,80304
14,80305
14,80306
14,80307
14,80308
14,80309
14,80310
14,80311
14,80312
14,80313
14,80314
14,80315
14,80316
14,80317
14,80318
14,80319
14,80320
14,80321
14,80322
14,80323
14,80324
14,80325
14,80326
14,80327
14,80328
14,80329
14,80330
14,80331
14,80332
14,80333
14,80334
14,80335
14,80336
14,80337
14,80338
14,80339
14,80340
14,80341
14,80342
14,80343
14,80344
14,80345
14,80346
14,80347
14,80348
14,80349
14,80350
14,80351
14,80352
14,80353
14,80354
14,80355
14,80356
14,80357
14,80358
14,80359
14,80360
14,80361
14,80362
14,80363
14,80364
14,80365
14,80366
14,80367
14,80368
14,80369
14,80370
14,80371
14,80372
14,80373
14,80374
14,80375
14,80376
14,80377
14,80378
14,80379
14,80380
14,80381
14,80382
14,80383
14,80384
14,80385
14,80386
14,80387
14,80388
14,80389
14,80390
14,80391
14,80392
14,80393
14,80394
14,80395
14,80396
14,80397
14,80398
14,80399
15,50000
15,50001
15,50002
15,50003
15,50004
15,50005
15,50006
15,50007
15,50008
15,50009
15,50010
15,50011
15,50012
15,50013
15,50014
15,50015
15,50016
15,50017
15,50018
15,50019
15,50020
15,50021
15,50022
15,50023
15,50024
15,50025
15,50026
15,50027
15,50028
15,50029
15,50030
15,50031
15,50032
15,50033
15,50034
15,50035
15,50036
15,50037
15,50038
15,50039
15,50040
15,50041
15,50042
15,50043
15,50044
15,50045
15,50046
15,50047
15,50048
15,50049
15,50060
15,50061
15,50062
15,50063
15,50064
15,50065
15,50066
15,50067
15,50068
15,50069
15,50070
15,50071
15,50072
15,50073
15,50074
15,50075
15,50076
15,50077
15,50078
15,50079
15,50080
15,50081
15,50082
15,50083
15,50084
15,50085
15,50086
15,50087
15,50088
15,50089
15,50090
15,50091
15,50092
15,50093
15,50094
15,50095
15,50096
15,50097
15,50098
15,50099
15,50100
15,50101
15,50102
15,50103
15,50104
15,50105
15,50106
15,50107
15,50108
15,50109
15,50110
15,50111
15,50112
15,50113
15,50114
15,50115
15,50116
15,50117
15,50118
15,50119
15,50120
15,50121
15,50122
15,50123
15,50124
15,50125
15,50126
15,50127
15,50128
15,50129
15,50130
15,50131
15,50132
15,50133
15,50134
15,50135
15,50136
15,50137
15,50138
15,50139
15,50140
15,50141
15,50142
15,50143
15,50144
15,50145
15,50146
15,50147
15,50148
15,50149
15,50150
15,50151
15,50152
15,50153
15,50154
15,50155
15,50156
15,50157
15,50158
15,50159
15,50160
15,50161
15,50162
15,50163
15,50164
15,50165
15,50166
15,50167
15,50168
15,50169
15,50170
15,50171
15,50172
15,50173
15,50174
15,50175
15,50176
15,50177
15,50178
15,50179
15,50180
15,50181
15,50182
15,50183
15,50184
15,50185
15,50186
15,50187
15,50188
15,50189
15,50190
15,50191
15,50192
15,50193
15,50194
15,50195
15,50196
15,50197
15,50198
15,50199
15,80100
15,80101
15,80102
15,80103
15,80104
15,80105
15,80106
15,80107
15,80108
15,80109
15,80110
15,80111
15,80112
15,80113
15,80114
15,80115
15,80116
15,80117
15,80118
15,80119
15,80120
15,80121
15,80130
15,80131
15,80132
15,80133
15,80134
15,80135
15,80136
15,80137
15,80138
15,80139
15,80140
15,80141
15,80142
15,80143
15,80144
15,80145
15,80146
15,80147
15,80148
15,80149
15,80150
15,80151
15,80152
15,80153
15,80154
15,80155
15,80156
15,80157
15,80158
15,80159
15,80160
15,80161
15,80162
15,80163
15,80164
15,80165
15,80166
15,80167
16,50000
16,50001
16,50002
16,50003
16,50004
16,50005
16,50006
16,50007
16,50008
16,50009
16,50010
16,50011
16,50012
16,50013
16,50014
16,50015
16,50016
16,50017
16,50018
16,50019
16,50020
16,50021
16,50022
16,50023
16,50024
16,50025
16,50026
16,50027
16,50028
16,50029
16,50030
16,50031
16,50032
16,50033
16,50034
16,50035
16,50036
16,50037
16,50038
16,50039
16,50040
16,50041
16,50042
16,50043
16,50044
16,50045
16,50046
16,50047
16,50048
16,50049
16,50050
16,50051
16,50052
16,50053
16,50054
16,50055
16,50056
16,50057
16,50058
16,50059
16,50060
16,50061
16,50062
16,50063
16,50064
16,50065
16,50066
16,50067
16,50068
16,50069
16,50070
16,50071
16,50072
16,50073
16,50074
16,50075
16,50076
16,50077
16,50078
16,50079
16,50080
16,50081
16,50082
16,50083
16,50084
16,50085
16,50086
16,50087
16,50088
16,50089
16,50090
16,50091
16,50092
16,50093
16,50094
16,50095
16,50096
16,50097
16,50098
16,50099
16,50100
16,50101
16,50102
16,50103
16,50104
16,50105
16,50106
16,50107
16,50108
16,50109
16,50110
16,50111
16,50112
16,50113
16,50114
16,50115
16,50116
16,50117
16,50118
16,50119
16,50120
16,50121
16,50122
16,50123
16,50124
16,50125
16,50126
16,50127
16,50128
16,50129
16,50130
16,50131
16,50132
16,50133
16,50134
16,50135
16,50136
16,50137
16,50138
16,50139
16,50140
16,50141
16,50142
16,50143
16,50144
16,50145
16,50146
16,50147
16,50148
16,50149
16,50150
16,50151
16,50152
16,50153
16,50154
16,50155
16,50156
16,50157
16,50158
16,50159
16,50160
16,50161
16,50162
16,50163
16,50164
16,50165
16,50166
16,50167
16,50168
16,50169
16,50170
16,50171
16,50172
16,50173
16,50174
16,50175
16,50176
16,50177
16,50178
16,50179
16,50180
16,50181
16,50182
16,50183
16,50184
16,50185
16,50186
16,50187
16,50188
16,50189
16,50190
16,50191
16,50192
16,50193
16,50194
16,50195
16,50196
16,50197
16,50198
16,50199
17,50000
17,50001
17,50002
17,50003
17,50004
17,50005
17,50006
17,50007
17,50008
17,50009
17,50010
17,50011
17,50012
17,50013
17,50014
17,50015
17,50016
17,50017
17,50018
17,50019
17,50020
17,50021
17,50022
17,50023
17,50024
17,50025
17,50026
17,50027
17,50028
17,50029
17,50030
17,50031
17,50032
17,50033
17,50034
17,50035
17,50036
17,50037
17,50038
17,50039
17,50040
17,50041
17,50042
17,50043
17,50044
17,50045
17,50046
17,50047
17,50048
17,50049
17,50050
17,50051
17,50052
17,50053
17,50054
17,50055
17,50056
17,50057
17,50058
17,50059
17,50060
17,50061
17,50062
17,50063
17,50064
17,50065
17,50066
17,50067
17,50068
17,50069
17,50070
17,50071
17,50072
17,50073
17,50074
17,50075
17,50076
17,50077
17,50078
17,50079
17,50080
17,50081
17,50082
17,50083
17,50084
17,50085
17,50086
17,50087
17,50088
17,50089
17,50090
17,50091
17,50092
17,50093
17,50094
17,50095
17,50096
17,50097
17,50098
17,50099
17,50100
17,50101
17,50102
17,50103
17,50104
17,50105
17,50106
17,50107
17,50108
17,50109
17,50110
17,50111
17,50112
17,50113
17,50114
17,50115
17,50116
17,50117
17,50118
17,50119
17,50120
17,50121
17,50122
17,50123
17,50124
17,50125
17,50126
17,50127
17,50128
17,50129
17,50130
17,50131
17,50132
17,50133
17,50134
17,50135
17,50136
17,50137
17,50138
17,50139
17,50140
17,50141
17,50142
17,50143
17,50144
17,50145
17,50146
17,50147
17,50148
17,50149
17,50150
17,50151
17,50152
17,50153
17,50154
17,50155
17,50156
17,50157
17,50158
17,50159
17,50160
17,50161
17,50162
17,50163
17,50164
17,50165
17,50166
17,50167
17,50168
17,50169
17,50170
17,50171
17,50172
17,50173
17,50174
17,50175
17,50176
17,50177
